web_pages,state-province,domains,country,name,alpha_two_code
['http://www.swfc.edu.cn/'],,['swfc.edu.cn'],China,Southwest Forestry University,CN
['http://www.swjtu.edu.cn/'],,['swjtu.edu.cn'],China,Southwest Jiaotong University,CN
['http://www.swnu.edu.cn/'],,['swnu.edu.cn'],China,Southwest University,CN
['http://www.swpu.edu.cn/'],,['swpu.edu.cn'],China,Southwest Petroleum University,CN
['http://www.swsm.cn/'],,['swsm.cn'],China,Chongqing Normal University Foreign Trade and Business College,CN
['http://www.swufe.edu.cn/'],,['swufe.edu.cn'],China,Southwest University of Finance and Economics,CN
['http://www.swun.edu.cn/'],,['swun.edu.cn'],China,Southwest University of Nationalities,CN
['http://www.swupl.edu.cn/'],,['swupl.edu.cn'],China,Southwest University of Political Science and Law,CN
['http://www.swust.edu.cn/'],,['swust.edu.cn'],China,Southwest University of Science and Technology,CN
['http://www.swuyc.edu.cn/'],,['swuyc.edu.cn'],China,South West University Yucai College,CN
['http://www.sxau.edu.cn/'],,['sxau.edu.cn'],China,Shanxi Agricultural University,CN
['http://www.sxu.edu.cn/'],,['sxu.edu.cn'],China,Shanxi University,CN
['http://www.syict.edu.cn/'],,['syict.edu.cn'],China,Shenyang Institute of Chemical Technology,CN
['http://www.syphu.edu.cn/'],,['syphu.edu.cn'],China,Shenyang Pharmaceutical University,CN
['http://www.sypu.edu.cn/'],,['sypu.edu.cn'],China,Shenyang Polytechnic University,CN
['http://www.sytu.edu.cn/'],,['sytu.edu.cn'],China,Southern Yangtze University,CN
['http://www.syu.edu.cn/'],,['syu.edu.cn'],China,Shenyang University,CN
['http://www.szu.edu.cn/'],,['szu.edu.cn'],China,Shenzhen University,CN
['http://www.tijmu.edu.cn/'],,['tijmu.edu.cn'],China,Tianjin Medical University,CN
['http://www.tjarts.edu.cn/'],,['tjarts.edu.cn'],China,Tianjin Academy of Fine Art,CN
['http://www.tjcu.edu.cn/'],,['tjcu.edu.cn'],China,Tianjin University of Commerce,CN
['http://www.tjmu.edu.cn/'],,['tjmu.edu.cn'],China,Tongji Medical University,CN
['http://www.tjnu.edu.cn/'],,['tjnu.edu.cn'],China,Tianjin Normal University,CN
['http://www.tjpu.edu.cn/'],,['tjpu.edu.cn'],China,Tianjin Polytechnic University,CN
['http://www.tjrtvu.edu.cn/'],,['tjrtvu.edu.cn'],China,Tianjin Open University,CN
['http://www.tju.edu.cn/'],,['tju.edu.cn'],China,Tianjin University,CN
['http://www.tjufe.edu.cn/'],,['tjufe.edu.cn'],China,Tianjin University of Finance & Economics,CN
['http://www.tjut.edu.cn/'],,['tjut.edu.cn'],China,Tianjin University of Technology,CN
['http://www.tmmu.edu.cn/'],,['tmmu.edu.cn'],China,3rd Military Medical University,CN
['http://www.tongji.edu.cn/'],,['tongji.edu.cn'],China,Tongji University,CN
['http://www.tsinghua.edu.cn/'],,['tsinghua.edu.cn'],China,Tsinghua University,CN
['http://www.ttmc.edu.cn/'],,['ttmc.edu.cn'],China,Tibet Tibetan Medical College,CN
['http://www.tyut.edu.cn/'],,['tyut.edu.cn'],China,Taiyuan University of Technology,CN
['http://www.tzc.edu.cn/'],,['tzc.edu.cn'],China,Taizhou College,CN
['http://www.uestc.edu.cn/'],,['uestc.edu.cn'],China,University of Electronic Science and Technology of China,CN
['http://www.uheeyc.edu.cn/'],,['uheeyc.edu.cn'],China,University of Hydraulic Electric Engineering,CN
['http://www.uibe.edu.cn/'],,['uibe.edu.cn'],China,University of International Business and Economics,CN
['http://www.ujn.edu.cn/'],,['ujn.edu.cn'],China,University of Jinan,CN
['http://www.umcollege.com/'],,['umcollege.com'],China,Shanghai City College,CN
['http://www.usc.edu.cn/'],,['usc.edu.cn'],China,South China University,CN
['http://www.usst.edu.cn/'],,['usst.edu.cn'],China,Shanghai University of Science and Technology,CN
['http://www.ustb.edu.cn/'],,['ustb.edu.cn'],China,University of Science and Technology Beijing,CN
"['http://www.ustc.edu.cn/', 'http://www.ustc.edu/']",,"['ustc.edu.cn', 'ustc.edu']",China,University of Science and Technology of China,CN
['http://www.utibet.edu.cn/'],,['utibet.edu.cn'],China,Tibet University,CN
['http://www.uvu.edu.cn/'],,['uvu.edu.cn'],China,Urumqi Vocational University,CN
['http://www.wcums.edu.cn/'],,['wcums.edu.cn'],China,West China University of Medical Sciences,CN
['http://www.wdsdjxy.com/'],,['wdsdjxy.com'],China,Wudanshan Taoist College,CN
['http://www.whapu.edu.cn/'],,['whapu.edu.cn'],China,Wuhan Automobile Polytechnical University,CN
['http://www.whtu.edu.cn/'],,['whtu.edu.cn'],China,Wuhan Transportation University,CN
['http://www.whu.edu.cn/'],,['whu.edu.cn'],China,Wuhan University,CN
['http://www.whut.edu.cn/'],,['whut.edu.cn'],China,Wuhan University of Technology,CN
['http://wsm.whu.edu.cn/'],,['wsm.whu.edu.cn'],China,Wuhan University School of Medicine,CN
['http://www.wtusm.edu.cn/'],,['wtusm.edu.cn'],China,Wuhan Technical University of Surveying and Mapping,CN
['http://www.wuhee.edu.cn/'],,['wuhee.edu.cn'],China,Wuhan University of Hydraulic and Electric Engineering,CN
['http://www.wxuli.edu.cn/'],,['wxuli.edu.cn'],China,Wuxi University of Light Industry,CN
['http://www.wyu.edu.cn/'],,['wyu.edu.cn'],China,Wuyi University,CN
['http://www.wzmu.net/'],,['wzmu.net'],China,Wenzhou Medical College,CN
['http://www.wzu.edu.cn/'],,['wzu.edu.cn'],China,Wenzhou University,CN
['http://www.xafa.edu.cn/'],,['xafa.edu.cn'],China,Xi'an Academy of Fine Art,CN
['http://www.xahu.edu.cn/'],,['xahu.edu.cn'],China,Xi'an Highway University,CN
['http://www.xauat.edu.cn/'],,['xauat.edu.cn'],China,Xi'an University of Architecture and Technology,CN
['http://www.xaut.edu.cn/'],,['xaut.edu.cn'],China,Xi'an University of Technology,CN
['http://www.xhcom.edu.cn/'],,['xhcom.edu.cn'],China,Xinghai Conservatory of Music,CN
['http://www.xidian.edu.cn/'],,['xidian.edu.cn'],China,Xi'an University of Electronic Science and Technology,CN
['http://www.xiju.edu.cn/'],,['xiju.edu.cn'],China,Xijiang University,CN
['http://www.xisu.edu.cn/'],,['xisu.edu.cn'],China,Xi'an International Studies University,CN
['http://www.xjau.edu.cn/'],,['xjau.edu.cn'],China,Xinjiang Agriculture University,CN
['http://www.xjnu.edu.cn/'],,['xjnu.edu.cn'],China,Xinjiang Normal University,CN
['http://www.xjtlu.edu.cn/'],,['xjtlu.edu.cn'],China,Xi'an Jiaotong-Liverpool University,CN
['http://en.eurasia.edu/'],,['eurasia.edu'],China,Xi'an Eurasia University,CN
['http://www.xjtu.edu.cn/'],,['xjtu.edu.cn'],China,Xi'an Jiaotong University,CN
['http://www.xju.edu.cn/'],,['xju.edu.cn'],China,Xinjiang University,CN
['http://www.xjufe.edu.cn/'],,['xjufe.edu.cn'],China,Xinjiang University of Finance and Economics,CN
['http://www.xmu.edu.cn/'],,['xmu.edu.cn'],China,Xiamen University,CN
['http://www.xtnu.edu.cn/'],,['xtnu.edu.cn'],China,Xiangtan Normal University,CN
['http://www.xtu.edu.cn/'],,['xtu.edu.cn'],China,Xiangtan University,CN
['http://www.xza.cn/'],,['xza.cn'],China,Tibet Agricultural and Animal Husbandry College,CN
['http://www.xzmy.edu.cn/'],,['xzmy.edu.cn'],China,Tibet University of Nationalities,CN
['http://www.xznu.edu.cn/'],,['xznu.edu.cn'],China,Xuzhou Normal University,CN
['http://www.yangtzeu.edu.cn/'],,['yangtzeu.edu.cn'],China,Yangtze University,CN
['http://www.yau.edu.cn/'],,['yau.edu.cn'],China,Yan'an University,CN
['http://www.ybu.edu.cn/'],,['ybu.edu.cn'],China,Yanbian University,CN
['http://www.ybust.edu.cn/'],,['ybust.edu.cn'],China,Yanbian University of Science and Technology,CN
['http://www.yizhuan.com/'],,['yizhuan.com'],China,Huaihua Medical College,CN
['http://www.ynau.edu.cn/'],,['ynau.edu.cn'],China,Yunnan Agriculture University,CN
['http://www.ynnu.edu.cn/'],,['ynnu.edu.cn'],China,Yunnan Normal University,CN
['http://www.ynu.edu.cn/'],,['ynu.edu.cn'],China,Yunnan University,CN
['http://www.ysu.edu.cn/'],,['ysu.edu.cn'],China,Yan Shan University,CN
['http://www.ytet.edu.cn/'],,['ytet.edu.cn'],China,Yantai Education Institute & Yantai Television University,CN
['http://www.ytnc.edu.cn/'],,['ytnc.edu.cn'],China,Ludong University,CN
['http://www.ytu.edu.cn/'],,['ytu.edu.cn'],China,Yantai University,CN
['http://www.yznu.cn/'],,['yznu.cn'],China,Yangtze Normal University,CN
['http://www.yzu.edu.cn/'],,['yzu.edu.cn'],China,Yangzhou University,CN
['http://www.zdsoft.com.cn/'],,['zdsoft.com.cn'],China,Zhengda Software College,CN
['http://www.zgfxy.cn/'],,['zgfxy.cn'],China,Buddhist Acamedy of China,CN
['http://www.zhnut.edu.cn/'],,['zhnut.edu.cn'],China,Zhongnan University of Technology,CN
['http://www.zjfc.edu.cn/'],,['zjfc.edu.cn'],China,Zhejiang Forestry University,CN
['http://www.zjgsu.edu.cn/'],,['zjgsu.edu.cn'],China,Zhejiang Gongshang University,CN
['http://www.zjnu.edu.cn/'],,['zjnu.edu.cn'],China,Zhejiang Normal University,CN
['http://www.zjou.edu.cn/'],,['zjou.edu.cn'],China,Zhanjiang Ocean University,CN
['http://www.zju.edu.cn/'],,['zju.edu.cn'],China,Zhejiang University,CN
['http://www.zjut.edu.cn/'],,['zjut.edu.cn'],China,Zhejiang University of Technology,CN
['http://www.znuel.net/'],,['znuel.net'],China,Zhongnan University of Economics and Law,CN
['http://www.znufe.edu.cn/'],,['znufe.edu.cn'],China,Zhongnan University of Finance and Economics,CN
['http://zsb.scfai.edu.cn/'],,['zsb.scfai.edu.cn'],China,Sichuan Fine Art Institute,CN
['http://www.zstu.edu.cn/'],,['zstu.edu.cn'],China,Zhejiang Sci-Tech University,CN
['http://www.zsu.edu.cn/'],,['zsu.edu.cn'],China,Zhongshan University,CN
['http://www.zzgc.edu.cn/'],,['zzgc.edu.cn'],China,Zhengzhou Grain University,CN
['http://www.zzut.edu.cn/'],,['zzut.edu.cn'],China,Zhengzhou University of Technology,CN
['http://www.autonoma.edu.co/'],,['autonoma.edu.co'],Colombia,Universidad Autónoma de Manizales,CO
['http://www.bellasartes.edu.co/'],,['bellasartes.edu.co'],Colombia,Universidad Bellas Artes,CO
['http://www.bundenet.com/umusical/'],,['bundenet.com'],Colombia,Conservatorio del Tolima,CO
['http://www.cesa.edu.co/'],,['cesa.edu.co'],Colombia,Colegio de Estudios Superiores de Administración (CESA),CO
['http://www.ces.edu.co/'],,['ces.edu.co'],Colombia,Universidad CES,CO
['http://www.cuao.edu.co/'],,['cuao.edu.co'],Colombia,Universidad Autónoma de Occidente,CO
['http://www.cuc.edu.co/'],,['cuc.edu.co'],Colombia,Corporación Universitaria de la Costa (UNICOSTA),CO
['http://www.cui.edu.co/'],,['cui.edu.co'],Colombia,Corporación Universitaria de Ibagué (CORUNIVERSITARIA),CO
['http://www.cutb.edu.co/'],,['cutb.edu.co'],Colombia,Corporación Universitaria Tecnológica de Bolivar,CO
['http://www.eafit.edu.co/'],,['eafit.edu.co'],Colombia,Universidad EAFIT,CO
['http://www.ean.edu.co/'],,['ean.edu.co'],Colombia,Escuela de Administración de Negocios,CO
['http://www.ecci.edu.co/'],,['ecci.edu.co'],Colombia,Escuela Colombiana de Carreras Industriales,CO
['http://www.ecr.edu.co/'],,['ecr.edu.co'],Colombia,Fundacion Escuela Colombiana de Rehabiliación,CO
['http://www.eia.edu.co/'],,['eia.edu.co'],Colombia,Escuela de Ingeniería de Antioquia,CO
['http://www.esap.edu.co/'],,['esap.edu.co'],Colombia,Escuela Superiore de Administración Pública,CO
['http://www.escueladepolicia.edu.co/'],,['escueladepolicia.edu.co'],Colombia,"Escuela de Policia ""General Santander""",CO
['http://www.escuelaing.edu.co/'],,['escuelaing.edu.co'],Colombia,Escuela Colombiana de Ingeniería Julio Garavito,CO
['http://www.fuac.edu.co/'],,['fuac.edu.co'],Colombia,Universidad Autónoma de Colombia,CO
['http://www.funandi.edu.co/'],,['funandi.edu.co'],Colombia,Fundación Universitaria del Area Andina. Sede Pereira,CO
['http://www.funlam.edu.co/'],,['funlam.edu.co'],Colombia,Fundación Universitaria Luis Amigó,CO
['http://www.iberoamericana.edu.co/'],,['iberoamericana.edu.co'],Colombia,Institución Universitaria Iberoamericana,CO
['http://www.iceit.edu.co/'],,['iceit.edu.co'],Colombia,Centro de Estudios Investigación y Tecnología (CEIT),CO
['http://www.icesi.edu.co/'],,['icesi.edu.co'],Colombia,Universidad ICESI,CO
['http://www.itm.edu.co/'],,['itm.edu.co'],Colombia,Instituto Tecnológico Metropolitano,CO
['http://www.iue.edu.co/'],,['iue.edu.co'],Colombia,Institucion Universitaria de Envigado,CO
['http://www.javeriana.edu.co/'],,['javeriana.edu.co'],Colombia,Pontificia Universidad Javeriana,CO
['http://www.lasalle.edu.co/'],,['lasalle.edu.co'],Colombia,Universidad de La Salle,CO
['http://www.pedagogica.edu.co/'],,['pedagogica.edu.co'],Colombia,Universidad Pedagogica Nacional,CO
['http://www.poligran.edu.co/'],,['poligran.edu.co'],Colombia,Politécnico Grancolombiano - Institución Universitaria,CO
['http://www.politecjic.edu.co/'],,['politecjic.edu.co'],Colombia,"Politécnico Columbiano ""Jaime Isaza Cadavid""",CO
['http://www.sanmartin.edu.co/'],,['sanmartin.edu.co'],Colombia,Fundación Universitaria San Martín,CO
['http://www.uac.edu.co/'],,['uac.edu.co'],Colombia,Universidad Autónoma del Caribe,CO
['http://www.uam.edu.co/'],,['uam.edu.co'],Colombia,Universidad Autónoma de Las Américas,CO
['http://www.uamerica.edu.co/'],,['uamerica.edu.co'],Colombia,Universidad de América Bogotá,CO
['http://www.uanarino.edu.co/'],,['uanarino.edu.co'],Colombia,Universidad Antonio Nariño,CO
['http://www.ucaldas.edu.co/'],,['ucaldas.edu.co'],Colombia,Universidad de Caldas,CO
['http://www.ucatolica.edu.co/'],,['ucatolica.edu.co'],Colombia,Universidad Católica de Colombia,CO
['http://www.ucatolicamz.edu.co/'],,['ucatolicamz.edu.co'],Colombia,Universidad Católica de Manizales,CO
['http://www.ucauca.edu.co/'],,['ucauca.edu.co'],Colombia,Universidad del Cauca,CO
['http://www.ucc.edu.co/'],,['ucc.edu.co'],Colombia,Universidad Cooperativa de Colombia,CO
['http://www.ucentral.edu.co/'],,['ucentral.edu.co'],Colombia,Universidad Central,CO
['http://www.uceva.edu.co/'],,['uceva.edu.co'],Colombia,Universidad Central del Valle del Cauca,CO
['http://www.ucn.edu.co/'],,['ucn.edu.co'],Colombia,Universidad Católica del Norte,CO
['http://www.uco.edu.co/'],,['uco.edu.co'],Colombia,Universidad Católica del Oriente,CO
['http://www.ucpr.edu.co/'],,['ucpr.edu.co'],Colombia,Universidad Católica Popular del Risaralda,CO
['http://www.udca.edu.co/'],,['udca.edu.co'],Colombia,Universidad de Ciencias Aplicadas y Ambientales (UDCA),CO
['http://www.udea.edu.co/'],,['udea.edu.co'],Colombia,Universidad de Antioquía,CO
['http://www.udem.edu.co/'],,['udem.edu.co'],Colombia,Universidad de Medellín,CO
['http://www.udenar.edu.co/'],,['udenar.edu.co'],Colombia,Universidad de Nariño,CO
['http://www.udes.edu.co/'],,['udes.edu.co'],Colombia,Corporación Universitaria de Santander (UDES),CO
['http://www.udistrital.edu.co/'],,['udistrital.edu.co'],Colombia,"Universidad Distrital ""Francisco José de Caldas""",CO
['http://www.uexternado.edu.co/'],,['uexternado.edu.co'],Colombia,Universidad Externado de Colombia,CO
['http://www.ufps.edu.co/'],,['ufps.edu.co'],Colombia,Universidad Francisco de Paula Santander,CO
['http://www.ugrancolombia.edu.co/'],,['ugrancolombia.edu.co'],Colombia,Universidad La Gran Colombia,CO
['http://www.uis.edu.co/'],,['uis.edu.co'],Colombia,Universidad Industrial de Santander,CO
['http://www.umanizales.edu.co/'],,['umanizales.edu.co'],Colombia,Universidad de Manizales,CO
['http://www.umariana.edu.co/'],,['umariana.edu.co'],Colombia,Universidad Mariana,CO
['http://www.umb.edu.co/'],,['umb.edu.co'],Colombia,Fundación Universitaria Manuela Beltrán,CO
['http://www.umng.edu.co/'],,['umng.edu.co'],Colombia,Universidad Militar Nueva Granada,CO
['http://www.unab.edu.co/'],,['unab.edu.co'],Colombia,Universidad Autónoma de Bucaramanga,CO
['http://www.unac.edu.co/'],,['unac.edu.co'],Colombia,Universidad Adventista de Colombia,CO
['http://www.unad.edu.co/'],,['unad.edu.co'],Colombia,Universidad Nacional Abierta y a Distancia,CO
['http://www.unal.edu.co/'],,['unal.edu.co'],Colombia,Universidad Nacional de Colombia,CO
['http://www.unaula.edu.co/'],,['unaula.edu.co'],Colombia,Universidad Autónoma Latinoamericana,CO
['http://www.unbosque.edu.co/'],,['unbosque.edu.co'],Colombia,Universidad El Bosque,CO
['http://www.uniamazonia.edu.co/'],,['uniamazonia.edu.co'],Colombia,Universidad de La Amazonia,CO
['http://www.uniandes.edu.co/'],,['uniandes.edu.co'],Colombia,Universidad de Los Andes,CO
['http://www.uniatlantico.edu.co/'],,['uniatlantico.edu.co'],Colombia,Universidad del Atlántico,CO
['http://www.uniboyaca.edu.co/'],,['uniboyaca.edu.co'],Colombia,Fundación Universitaria de Boyacá,CO
['http://www.unicartagena.edu.co/'],,['unicartagena.edu.co'],Colombia,Universidad de Cartagena,CO
['http://www.unicesar.edu.co/'],,['unicesar.edu.co'],Colombia,Universidad Popular del Cesar,CO
['http://www.unicordoba.edu.co/'],,['unicordoba.edu.co'],Colombia,Universidad de Córdoba,CO
['http://www.uniguajira.edu.co/'],,['uniguajira.edu.co'],Colombia,Universidad de La Guajira,CO
['http://www.unilibre.edu.co/'],,['unilibre.edu.co'],Colombia,Universidad Libre de Colombia,CO
['http://www.unillanos.edu.co/'],,['unillanos.edu.co'],Colombia,Universidad de Los Llanos,CO
['http://www.unimagdalena.edu.co/'],,['unimagdalena.edu.co'],Colombia,Universidad del Magdalena,CO
['http://www.unimetro.edu.co/'],,['unimetro.edu.co'],Colombia,Universidad Metropolitana,CO
['http://www.unincca.edu.co/'],,['unincca.edu.co'],Colombia,Universidad INCCA de Colombia,CO
['http://www.uninorte.edu.co/'],,['uninorte.edu.co'],Colombia,Universidad del Norte,CO
['http://www.unipamplona.edu.co/'],,['unipamplona.edu.co'],Colombia,Universidad de Pamplona,CO
['http://www.unipaz.edu.co/'],,['unipaz.edu.co'],Colombia,Instituto Universitario de La Paz,CO
['http://www.unipiloto.edu.co/'],,['unipiloto.edu.co'],Colombia,Universidad Piloto de Colombia,CO
['http://www.uniquindio.edu.co/'],,['uniquindio.edu.co'],Colombia,Universidad del Quindío,CO
['http://www.unisabana.edu.co/'],,['unisabana.edu.co'],Colombia,Universidad de La Sabana,CO
['http://www.unisimonbolivar.edu.co/'],,['unisimonbolivar.edu.co'],Colombia,"Corporación Educativa Mayor del Desarrollo ""Simón Bolivar""",CO
['http://www.unisinucartagena.edu.co/'],,['unisinucartagena.edu.co'],Colombia,Universidad del Sinú,CO
['http://www.unisucre.edu.co/'],,['unisucre.edu.co'],Colombia,Universidad de Sucre,CO
['http://www.univalle.edu.co/'],,['univalle.edu.co'],Colombia,Universidad del Valle del Cauca,CO
['http://www.upb.edu.co/'],,['upb.edu.co'],Colombia,Universidad Pontificia Bolivariana,CO
['http://www.uptc.edu.co/'],,['uptc.edu.co'],Colombia,Universidad Pedagógica y Tecnológica de Colombia,CO
['http://www.urosario.edu.co/'],,['urosario.edu.co'],Colombia,Universidad del Rosario,CO
['http://www.usaca.edu.co/'],,['usaca.edu.co'],Colombia,Universidad Santiago de Cali,CO
['http://www.usb.edu.co/'],,['usb.edu.co'],Colombia,Universidad de San Buenaventura,CO
['http://www.usbmed.edu.co/'],,['usbmed.edu.co'],Colombia,Universidad de San Buenaventura Medellin,CO
['http://www.usergioarboleda.edu.co/'],,['usergioarboleda.edu.co'],Colombia,Universidad Sergio Arboleda,CO
['http://www.usta.edu.co/'],,['usta.edu.co'],Colombia,Universidad Santo Tomás,CO
