ProviderID,ProviderName,ProviderTradingName,ABN,Category,Address,Website,RegistrationStatus,RegistrationDescription,RegistrationRenewalDate,Years,SelfAccreditation,CRICOS Registration,CRICOS Web,ASQALink,QILT
PRV14320,Apex Institute of Higher Education Pty Ltd, APEX Australia Higher Education,45 615 071 853,Institute of Higher Education,"2 Sorrell Street, Parramatta NSW 2150",https://apexhe.nsw.edu.au,Active,Ongoing pending renewal,30/11/2025,5 years,No, 03967J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03967J,,
PRV14323,Sydney Institute of Higher Education Pty Ltd (formerly Australian Institute of Commerce and Management Pty Ltd), Sydney Institute of Higher Education,49 618 742 813,Institute of Higher Education,"Level 3, 695-699 George Street Haymarket NSW  2000",https://www.sydneyinstitute.edu.au,Active,Ongoing pending renewal,20/11/2024,5 years,No, 03866C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03866C,,
PRV14326,Adelaide Institute of Higher Education Pty Ltd,,54 618 241 802,Institute of Higher Education,"Level 4, 127 Rundle Mall, Adelaide SA 5000",http://www.aihe.sa.edu.au,Active,Ongoing pending renewal,6/02/2024,5 years,No, 03763K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03763K,,
PRV14327,Metavision Institute Pty Ltd, The Metavision Institute,54 102 838 844,Institute of Higher Education,"Level 3/97 Creek St, Brisbane City QLD 4000",http://www.metavision.com.au,Active,Ongoing pending renewal,16/12/2025,5 years,No,,,,
PRV14332,The Australian Data Institute Pty Ltd, Australian Data and Cyber Institute,16 626 716 747,Institute of Higher Education,"Level 3, 251 Adelaide Terrace, Perth WA 6000",,Active,Registered,10/10/2027,5 years,No, 04102F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04102F,,
PRV14333,AIE Institute Limited,,91 624 067 536,Institute of Higher Education,"Canberra Technology Park, 49 Phillip Avenue Watson ACT 2602",https://www.aieinstitute.edu.au,Active,Registered,30/03/2026,5 years,No, 03986F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03986F,,
PRV14334,ECA Higher Education Institute Pty Ltd, ECA College of Health Sciences,31 627 475 790,Institute of Higher Education,"Level 10, 160 Sussex Street, Sydney NSW 2000",https://www.eca.edu.au/,Active,Ongoing pending renewal,28/10/2025,5 years,No, 03932J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03932J,,
PRV14339,Australian Institute of Technology and Commerce Pty Ltd, Australian Institute of Technology and Commerce,47 634 668 214,Institute of Higher Education,"Level 6, 8 Quay Street, Haymarket NSW 2000",https://www.aitc.nsw.edu.au,Active,Registered,12/08/2026,5 years,No, 03996D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03996D,,
PRV14340,Queensland Institute of Higher Education, Australian International Institute of Higher Education,86 633 747 403,Institute of Higher Education,"Level 23 & 24, 343 Albert St Brisbane QLD 4000",https://demo.qihe.com.au/,Active,Registered,15/09/2026,5 years,No, 04013G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04013G,,
PRV14346,Analytics Institute of Australia Pty Ltd, Analytics Institute of Australia,18 640 236 380,Institute of Higher Education,"Suite 301, 620 Bourke St, Melbourne VIC 3000",https://www.analyticsinstitute.edu.au,Active,Registered,30/03/2027,5 years,No, 04059D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04059D,,
PRV14347,PBL Education Pty Ltd," Institute of Innovation, Entrepreneurship and Technology (IIET), International Graduate Institute",51 640 184 747,Institute of Higher Education,"Level 4, 540 George Street Sydney NSW 2000",https://www.igi.edu.au,Active,Registered,23/11/2027,5 years,No, 04116M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04116M,,
PRV14349,HEPCo Pty Ltd, The Tax Institute Higher Education,30 642 863 787,Institute of Higher Education,"Level 21, 60 Margaret St Sydney NSW 2000",https://www.taxinstitute.com.au,Active,Ongoing pending renewal,24/07/2024,3 years and 8 months,No,,,,
PRV14350,Melbourne Institute of Higher Education Pty Ltd, Melbourne Institute of Higher Education (MIHE),87 637 251 462,Institute of Higher Education,"150 High Street, Preston VIC 3072",https://www.mihe.vic.edu.au,Active,Registered,2/02/2027,5 years,No, 04018B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04018B,,
PRV14352,Lincoln Institute of Higher Education Ltd, Lincoln Education Australia,53 638 284 081,Institute of Higher Education,"144A Marsden Road, Ermington NSW 2115",,Active,Registered,10/08/2027,5 years,No, 04097J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04097J,,
PRV14353,Southern Cross Institute (SCI) Pty Ltd, Southern Cross Institute,90 635 065 280,Institute of Higher Education,"Level 2, 1-3 Fitzwilliam Street Paramatta NSW 2150",https://www.sci.edu.au,Active,Registered,1/06/2027,5 years,No, 04078A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04078A,,
PRV14354,Sydney Polytechnic Institute Pty Ltd, Sydney Polytechnic Institute,89 640 503 162,Institute of Higher Education,"9 - 25 Commonwealth St, Sydney NSW 2000",,Active,Registered,10/08/2027,5 years,No, 04090E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04090E,,
PRV14356,Nova Anglia College Pty Ltd, Nova Anglia College Pty Ltd,94 642 463 465,Institute of Higher Education,"155 Wellington Road, East Brisbane QLD 4169",,Active,Registered,21/02/2029,5 years and 1 months,No, 04265J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04265J,,
PRV14360,Danford Higher Education Pty Ltd, Danford Higher Education,94 636 667 500,Institute of Higher Education,"Level 8, 277 William Street Melbourne VIC 3000",,Active,Registered,14/12/2027,5 years,No, 04122B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04122B,,
PRV14361,Australasian Academy of Higher Education (formerly Global Academy of Technology Pty Ltd)," Global Academy of Technology (GAT), Australasian Academy of Higher Education",44 631 178 768,Institute of Higher Education,"363 King St, West Melbourne VIC 3003",,Active,Registered,30/01/2028,5 years,No, 04181B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04181B,,
PRV14362,Marasi Education Pty Ltd, Victorian School of Commerce,81 647 474 968,Institute of Higher Education,"219-221 Sydney Road, Coburg VIC 3058",,Active,Registered,11/05/2027,5 years,No, 04066E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04066E,,
PRV14365,Southern Academy of Higher Education Pty Ltd, Southern Academy of Higher Education,70 645 523 548,Institute of Higher Education,"Level 1, 191 Thomas Street, Haymarket NSW 2000",http://www.sahe.nsw.edu.au,Active,Registered,29/03/2028,5 years,No, 04202B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04202B,,
PRV14366,Global Leadership Institute PTY LTD," Global Leadership Institute, Australian Cybersecurity Institute",33 633 704 613,Institute of Higher Education,"180 Logan Rd, Woolloongabba QLD 4102",,Active,Registered,18/07/2028,5 years,No, 04218E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04218E,,
PRV14367,Astra Group Australia Pty Ltd, Astra Institute of Higher Education,26 647 630 555,Institute of Higher Education,"Level 3, 16-18 Wentworth Street Parramatta NSW 2150",,Active,Registered,27/09/2028,5 years,No, 04231H, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04231H,,
PRV14369,International Health & Science Institute Pty Ltd, International Health &amp; Science Institute,49 643 456 339,Institute of Higher Education,"302/117 Murray St, Pyrmont NSW 2009",https://www.ihsi.com.au,Active,Registered,28/05/2030,5 years,No,,,,
PRV14370,SSR Higher Education Pty Ltd, Australian Institute of Advanced Technologies,82 649 662 788,Institute of Higher Education,"Level 9, 50 Grenfell Street, Adelaide SA 5000",https://aiat.edu.au/,Active,Registered,26/04/2028,5 years,No, 04191M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04191M,,
PRV14375,Monaro Education Pty Limited, Monaro Higher Education,39 650 606 910,Institute of Higher Education,"Level 4, Railway Parade, Burwood NSW 2134",http://www.monaro.edu.au,Active,Registered,31/07/2029,5 years,No, 04320G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04320G,,
PRV14376,Iona Trinity College of Higher Education Pty Ltd, Iona Trinity College,84 651 144 179,Institute of Higher Education,"5 Wunda Road, Concord West NSW 2138",,Active,Registered,25/10/2028,5 years,No, 04294D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04294D,,
PRV14377,Skyline Higher Education Australia Pty Ltd," Skyline Higher Education Australia, Skyline Higher Education Australia (SHEA)",31 654 630 592,Institute of Higher Education,"Level 3, 136 Chalmers Street, Surry Hills NSW 2010",,Active,Registered,13/09/2028,5 years,No, 04214J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04214J,,
PRV14379,Imperial Engr Pty Ltd, Imperial Engineering Education,95 653 094 789,Institute of Higher Education,"89/91 South Road, Thebarton SA 5031",,Active,Registered,15/11/2028,5 years,No, 04229B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04229B,,
PRV14381,MEGA Higher Education Pty Ltd, Higher Education Institute,43 649 656 959,Institute of Higher Education,"Level 9, 225 Clarence Street Sydney NSW 2000",,Active,Registered,23/09/2029,5 years,No, 04336K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04336K,,
PRV14382,Australia Institute of Future Education Pty Ltd, Australia Institute of Future Education,61 653 511 221,Institute of Higher Education,"635 Canterbury Road, Surrey Hills VIC 3127",,Active,Registered,20/12/2028,5 years,No,,,,
PRV14388,Sydney Institute of Technology Innovation Pty Ltd, Sydney Institute of Technology and Engineering,64 655 644 045,Institute of Higher Education,"Suite 38B, Level 38, 2-26 Park St Sydney NSW 2000",,Active,Registered,22/10/2029,5 years,No, 04339G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04339G,,
PRV14389,Education and Career Hub Pty Ltd, Lead Institute of Higher Education,92 633 029 375,Institute of Higher Education,"Level 1, 37-39 George Street, PARRAMATTA NSW 2150",https://www.lihe.edu.au/,Active,Registered,24/05/2029,5 years and 1 months,No, 04342A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04342A,,
PRV14391,Australian School of Business Pty Ltd," Australian School of Business Pty Ltd, Australis Business School, Australis Research School, Australis Education School, Australis Health School",68 650 639 062,Institute of Higher Education,"Level 1, 1 Queens Road, Melbourne VIC 3004",,Active,Registered,2/07/2029,5 years,No, 04289A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04289A,,
PRV14393,Nova Higher Education Pty Ltd, Nova Higher Education,72 660 969 906,Institute of Higher Education,"Level 5, 601 Bourke Street, Melbourne VIC 3000",,Active,Registered,30/06/2030,5 years and 1 months,No,,,,
PRV14397,BBS Higher Education Pty Ltd, Barton Business School,68 660 424 288,Institute of Higher Education,"Ground Floor, 470 St Kilda Road Melbourne VIC 3004",https://www.thebbs.com.au,Active,Registered,11/09/2029,5 years,No, 04345J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04345J,,
PRV14399,Kingsford Institute of Higher Education Pty Ltd, Kingsford Institute of Higher Education,93 663 938 645,Institute of Higher Education,"Level 2, 545 Kent Street, Sydney NSW 2000",,Active,Registered,11/11/2029,5 years,No, 04352K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04352K,,
PRV14404,Adelaide University,,41 202 953 738,Australian University,"Level 4, 108 North Terrace, Adelaide SA 5000",https://adelaideuni.edu.au,Active,Registered,22/05/2031,7 years - maximum allowable period,Yes, 04249J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04249J,,
PRV14408,Laurus Higher Education Pty Ltd, Laurus Higher Education,62 666 201 565,Institute of Higher Education,"Level 9, 341-351 Queen Street Melbourne VIC 3000",,Active,Registered,16/04/2030,5 years,No,,,,
PRV14410,Greystone Institute Pty Ltd, Greystone Institute,85 668 654 813,Institute of Higher Education,"Level 1, 232 Adelaide Street, Brisbane QLD 4000",https://www.ilsc.com,Active,Registered,16/04/2030,5 years,No,,,,
