CourseID,ProviderID,CourseName,Accreditation,AccrediationDate,AccreditationStatusDate,AccreditationStatus,Years,LOTE
CRS1401035,PRV12025,"Bachelor of Property (Development, Investment and Valuation)",Active,9/06/2021,9/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401036,PRV12025,Diploma of Property,Active,9/06/2021,9/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401037,PRV12029,Undergraduate Certificate in Film and Television Production,Active,11/06/2021,31/12/2026,Accredited,0 years and 7 months and extended for a further 5 years,No
CRS1401038,PRV12029,Graduate Certificate in Creative Industries,Active,28/06/2022,28/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401039,PRV12029,Undergraduate Certificate in Animation and Game Design,Active,11/06/2021,31/12/2026,Accredited,0 years and 7 months and extended for a further 5 years,No
CRS1401040,PRV12029,Undergraduate Certificate in Audio Engineering and Sound Production,Active,11/06/2021,31/12/2026,Accredited,0 years and 7 months and extended for a further 5 years,No
CRS1401041,PRV12029,Undergraduate Certificate in Design for Visual Communication,Active,11/06/2021,31/12/2026,Accredited,0 years and 7 months and extended for a further 5 years,No
CRS1401042,PRV12029,Undergraduate Certificate in Entertainment Business Management,Active,11/06/2021,31/12/2026,Accredited,0 years and 7 months and extended for a further 5 years,No
CRS1401043,PRV12029,Undergraduate Certificate in Music,Active,11/06/2021,31/12/2026,Accredited,0 years and 7 months and extended for a further 5 years,No
CRS1401044,PRV12099,Graduate Certificate in Hospitality and Hotel Management,Inactive,15/06/2021,27/04/2025,Expired,Not Applicable,No
CRS1401045,PRV12099,"Undergraduate Certificate of Hotel, Tourism and Hospitality Operations",Active,28/11/2023,24/06/2032,Accredited,1 years and 8 months and extended for a further 84 months,No
CRS1401046,PRV14310,Undergraduate Certificate in Basics of Construction Management,Inactive,17/06/2021,31/12/2024,Provider Registration not renewed,Not Applicable,No
CRS1401047,PRV12137,Undergraduate Certificate in Psychological Sciences,Inactive,24/06/2021,20/06/2024,Expired,Not Applicable,No
CRS1401048,PRV12137,Undergraduate Certificate in Cyber Security ,Inactive,24/06/2021,17/05/2025,Expired,Not Applicable,No
CRS1401049,PRV12187,Graduate Diploma of Creative Writing,Active,24/06/2021,24/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401050,PRV12187,Graduate Certificate of Creative Writing,Active,24/06/2021,24/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401051,PRV12187,Bachelor of Marketing,Active,28/06/2021,28/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401052,PRV12187,Diploma of Marketing,Active,28/06/2021,28/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401053,PRV12187,Bachelor of Advertising,Active,30/06/2021,30/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401054,PRV12187,Diploma of Advertising,Active,30/06/2021,30/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401055,PRV12166,Undergraduate Certificate in Computing,Inactive,29/06/2021,30/05/2023,Expired,Not Applicable,No
CRS1401056,PRV12166,Undergraduate Certificate in Computing and Cyber Security,Inactive,29/06/2021,30/05/2023,Expired,Not Applicable,No
CRS1401057,PRV12166,Undergraduate Certificate in Engineering Studies,Inactive,29/06/2021,30/05/2023,Expired,Not Applicable,No
CRS1401058,PRV12166,Undergraduate Certificate in Health Studies,Inactive,29/06/2021,30/05/2023,Expired,Not Applicable,No
CRS1401059,PRV12166,Undergraduate Certificate in Nursing Studies,Inactive,29/06/2021,30/05/2023,Expired,Not Applicable,No
CRS1401060,PRV14066,Graduate Diploma in Early Childhood Education,Active,30/06/2021,30/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401061,PRV14003,Bachelor of Psychology and Counselling,Active,30/06/2021,30/06/2028,Accredited,7 years - maximum allowable period,No
CRS1401062,PRV12006,Graduate Diploma of Counselling,Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401063,PRV12006,Graduate Certificate in Trauma Counselling,Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401064,PRV12006,Graduate Certificate in Professional Supervision,Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401065,PRV12006,Graduate Certificate in Wellbeing Studies,Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401066,PRV12006,Graduate Diploma of Counselling (Korean),Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401067,PRV12006,Graduate Certificate in Trauma-Informed Practice (Korean),Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401068,PRV12006,Graduate Certificate in Professional Supervision (Korean),Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401069,PRV12006,Graduate Certificate in Wellbeing Studies (Korean),Active,23/06/2021,23/06/2028,Accredited,7 years - maximum allowable period,
CRS1401070,PRV14049,Graduate Certificate in Business,Active,26/07/2021,26/07/2028,Accredited,7 years - maximum allowable period,No
CRS1401071,PRV14049,Graduate Diploma in Business,Active,26/07/2021,26/07/2028,Accredited,7 years - maximum allowable period,No
CRS1401072,PRV14049,Master of Business,Active,26/07/2021,26/07/2028,Accredited,7 years - maximum allowable period,No
CRS1401073,PRV14297,Bachelor of Information Technology,Active,29/07/2021,29/07/2028,Accredited,7 years - maximum allowable period,No
CRS1401074,PRV12022,Undergraduate Certificate in Design Practice,Inactive,30/07/2021,30/06/2025,Expired,Not Applicable,No
CRS1401075,PRV12022,Undergraduate Certificate in Information Technology,Inactive,30/07/2021,30/06/2025,Expired,Not Applicable,No
CRS1401077,PRV12022,Undergraduate Certificate in Digital Literacy,Inactive,30/07/2021,30/06/2025,Expired,Not Applicable,No
CRS1401078,PRV12022,Undergraduate Certificate in Business Essentials,Inactive,30/07/2021,30/06/2025,Expired,Not Applicable,No
CRS1401079,PRV14280,Undergraduate Certificate in Information Technology,Active,4/08/2021,30/09/2026,Accredited,0 years and 5 months and extended for a further 57 months,No
CRS1401080,PRV14280,Undergraduate Certificate in Business,Active,4/08/2021,30/09/2026,Accredited,0 years and 5 months and extended for a further 57 months,No
CRS1401081,PRV14310,Undergraduate Certificate in Residential Building Inspection,Inactive,19/08/2021,31/12/2024,Provider Registration not renewed,Not Applicable,No
CRS1401082,PRV14310,Undergraduate Certificate in Building Information Modelling for Construction Management,Inactive,19/08/2021,31/12/2024,Provider Registration not renewed,Not Applicable,No
CRS1401083,PRV14310,Undergraduate Certificate in Cost Estimation for Residential Construction,Inactive,19/08/2021,31/12/2024,Provider Registration not renewed,Not Applicable,No
CRS1401084,PRV12063,Undergraduate Certificate in Information Technology,Active,20/08/2021,30/09/2026,Accredited,0 years and 5 months and extended for a further 57 months,No
CRS1401085,PRV12007,Master of Business Administration,Active,20/08/2021,20/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401086,PRV12007,Graduate Diploma of Business Management,Active,20/08/2021,20/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401087,PRV12007,Graduate Certificate in Business Management,Active,20/08/2021,20/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401088,PRV12006,Master of Counselling (Korean),Active,23/08/2021,23/08/2028,Accredited,7 years - maximum allowable period,
CRS1401089,PRV12006,Master of Counselling,Active,23/08/2021,23/08/2028,Accredited,7 years - maximum allowable period,
CRS1401090,PRV12099,Bachelor of Business,Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401091,PRV12099,Associate Degree of Business,Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401092,PRV12099,Diploma of Business,Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401093,PRV12099,Bachelor of Business (Marketing),Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401094,PRV12099,Associate Degree of Business (Marketing),Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401095,PRV12099,Diploma of Business (Marketing),Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401096,PRV12099,Bachelor of Business (Entrepreneurship),Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401097,PRV12099,Associate Degree of Business (Entrepreneurship),Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401098,PRV12099,Diploma of Business (Entrepreneurship),Active,31/08/2021,31/08/2028,Accredited,7 years - maximum allowable period,No
CRS1401099,PRV14339,Graduate Certificate in Information Technology,Active,12/08/2021,11/08/2026,Accredited,5 years,No
CRS1401100,PRV14339,Master of Information Technology,Active,12/08/2021,11/08/2026,Accredited,5 years,No
CRS1401101,PRV14339,Graduate Diploma of Information Technology,Active,12/08/2021,11/08/2026,Accredited,5 years,No
CRS1401102,PRV12066,Bachelor of Health Promotion,Active,13/09/2021,13/09/2028,Accredited,7 years - maximum allowable period,No
CRS1401103,PRV12006,Diploma of Music,Active,8/09/2021,8/09/2028,Accredited,7 years - maximum allowable period,
CRS1401104,PRV12006,Diploma of Music (Korean),Active,8/09/2021,8/09/2028,Accredited,7 years - maximum allowable period,
CRS1401105,PRV14340,Bachelor of Business (Information Systems),Active,15/09/2021,15/09/2026,Accredited,5 years,No
CRS1401106,PRV14340,Bachelor of Business (Marketing),Active,15/09/2021,15/09/2026,Accredited,5 years,No
CRS1401107,PRV12187,Graduate Diploma of Ethical Leadership,Active,22/09/2021,22/09/2028,Accredited,7 years - maximum allowable period,No
CRS1401108,PRV12187,Graduate Certificate of Ethical Leadership,Active,22/09/2021,22/09/2028,Accredited,7 years - maximum allowable period,No
CRS1401109,PRV12100,Master of Business Administration (MBA) ,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401110,PRV12100,Bachelor of Business/Bachelor of Business Administration (BBus/BBA),Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401111,PRV12100,Bachelor of Business (BBus),Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401112,PRV12100,Master of Applied Hospitality Management / Master of Business Administration (MAHM/MBA),Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401113,PRV12100,Master of Applied Hospitality Management (MAHM) ,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401114,PRV12100,Graduate Diploma in Management,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401115,PRV12100,Graduate Certificate in Hospitality Operations,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401116,PRV12100,Associate Degree in Business ,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401117,PRV12100,Diploma in Business,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401118,PRV12100,Graduate Diploma in Hospitality Operations,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401119,PRV12100,Graduate Certificate in Management,Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401120,PRV12100,Bachelor of Business Administration (BBA),Active,4/10/2021,4/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401121,PRV14045,Master of Professional Accounting (MPA),Active,8/10/2021,8/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401122,PRV14045,Master of Business Administration,Active,8/10/2021,8/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401123,PRV14045,Graduate Diploma in Management,Active,8/10/2021,8/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401124,PRV14085,Bachelor of Business ,Active,20/10/2021,20/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401125,PRV14085,Master of Business Administration,Active,20/10/2021,20/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401126,PRV14085,Graduate Certificate in Business Administration ,Active,20/10/2021,20/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401127,PRV12030,Diploma of Business,Active,1/11/2021,1/11/2028,Accredited,7 years - maximum allowable period,No
CRS1401128,PRV12066,Bachelor of Physical Activity for Health,Active,28/10/2021,28/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401129,PRV12074,Graduate Certificate in Child and Adolescent Counselling,Active,5/11/2021,31/12/2026,Accredited,2 years and 9 months and extended for a further 29 months,No
CRS1401130,PRV12074,Graduate Certificate in Practice Innovation,Active,5/11/2021,31/12/2026,Accredited,2 years and 9 months and extended for a further 29 months,No
CRS1401131,PRV12074,Graduate Certificate in Relationship Counselling,Active,5/11/2021,31/12/2026,Accredited,2 years and 9 months and extended for a further 29 months,No
CRS1401132,PRV12074,Graduate Certificate in Trauma Counselling,Active,5/11/2021,31/12/2026,Accredited,2 years and 9 months and extended for a further 29 months,No
CRS1401133,PRV12117,Graduate Certificate in Higher Education (Learning and Teaching),Active,9/11/2021,9/11/2028,Accredited,7 years - maximum allowable period,No
CRS1401134,PRV12117,Graduate Certificate in Adult and Vocational Education,Active,9/11/2021,9/11/2028,Accredited,7 years - maximum allowable period,No
CRS1401135,PRV14040,Graduate Certificate in Advanced Nursing,Active,5/11/2021,5/11/2028,Accredited,7 years - maximum allowable period,No
CRS1401136,PRV12049,Diploma of Renewable Energy Engineering,Active,8/11/2021,8/11/2028,Accredited,7 years - maximum allowable period,No
CRS1401137,PRV12117,Bachelor of Information Technology,Active,16/11/2021,16/11/2028,Accredited,7 years - maximum allowable period,No
CRS1401138,PRV12117,Associate Degree of Information Technology,Active,16/11/2021,16/11/2028,Accredited,7 years - maximum allowable period,No
CRS1401139,PRV14012,Bachelor of Laws,Active,21/10/2021,21/10/2028,Accredited,7 years - maximum allowable period,No
CRS1401140,PRV14305,Bachelor of Business,Active,25/10/2021,26/10/2026,Accredited,5 years,No
CRS1401141,PRV12047,Bachelor of Counselling (Korean),Active,1/12/2021,1/12/2028,Accredited,7 years - maximum allowable period,Korean
CRS1401142,PRV12026,Graduate Certificate in Music (Performance),Active,5/12/2021,5/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401143,PRV14039,Doctor of Philosophy,Active,3/12/2021,3/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401144,PRV12034,Graduate Certificate of Professional Supervision,Active,14/12/2021,14/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401145,PRV14003,Doctor of Philosophy ,Active,1/12/2021,1/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401146,PRV12138,Undergraduate Certificate in Data Analytics,Inactive,21/12/2021,30/06/2025,Expired,Not Applicable,No
CRS1401147,PRV12138,Graduate Certificate in Cyber Security ,Inactive,21/12/2021,28/11/2024,Expired,Not Applicable,No
CRS1401148,PRV12138,Graduate Certificate in Artificial Intelligence,Inactive,21/12/2021,29/06/2027,Expired,Not Applicable,No
CRS1401149,PRV14045,Graduate Certificate in Management,Active,21/12/2021,8/10/2028,Accredited,6 years and 10 months,No
CRS1401150,PRV12123,Bachelor of Psychology,Active,21/12/2021,21/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401151,PRV12123,Associate Degree of Psychology,Active,21/12/2021,21/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401152,PRV14003,Undergraduate Certificate of Studies in Counselling and Psychology,Active,25/01/2022,29/07/2031,Accredited,3 years and 6 months and extended for a further 73 months,No
CRS1401153,PRV14003,Undergraduate Certificate of Psychological Studies,Active,25/01/2022,29/07/2031,Accredited,3 years and 6 months and extended for a further 73 months,No
CRS1401154,PRV14003,Undergraduate Certificate of Foundational Psychology and Ethics,Active,25/01/2022,29/07/2031,Accredited,3 years and 6 months and extended for a further 73 months,No
CRS1401155,PRV12007,Master of Information Technology,Active,23/12/2021,23/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401156,PRV12187,Bachelor of Applied Business (Fashion Marketing) and Bachelor of Design (Fashion & Sustainability),Active,3/02/2022,3/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401157,PRV12117,Undergraduate Certificate in Networking and Cyber Security,Active,7/02/2022,16/11/2028,Accredited,3 years and 5 months and extended for a further 41 months,No
CRS1401158,PRV12009,Graduate Diploma of Legal Practice,Active,8/02/2022,8/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401159,PRV12007,Bachelor of Information Technology,Active,23/12/2021,23/12/2028,Accredited,7 years - maximum allowable period,No
CRS1401160,PRV12012,Diploma of Information Technology,Active,11/02/2022,11/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401161,PRV12153,Master of International Hotel Leadership ,Active,21/02/2022,21/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401162,PRV12153,Graduate Diploma of International Hotel Leadership,Active,21/02/2022,21/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401163,PRV12153,Graduate Certificate of International Hotel Leadership,Active,21/02/2022,21/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401164,PRV14001,Graduate Certificate in Digital Health,Active,22/02/2022,22/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401165,PRV14001,Graduate Certificate in Diagnostic and Interventional Radiology Nursing,Active,22/02/2022,22/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401166,PRV14350,Bachelor of Business (Marketing),Active,2/02/2022,2/02/2027,Accredited,5 years,No
CRS1401167,PRV12149,Graduate Certificate in Education,Inactive,28/02/2022,16/10/2024,Expired,Not Applicable,No
CRS1401168,PRV14095,Graduate Diploma in Applied Mental Health Studies,Active,28/02/2022,28/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401169,PRV12153,Diploma of Event Operations,Active,28/02/2022,28/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401170,PRV12153,Associate Degree in Event Management,Active,28/02/2022,28/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401171,PRV14040,Bachelor of Social Work,Active,28/02/2022,28/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401172,PRV12103,Diploma of Ministry and Theology ,Active,4/03/2022,4/03/2029,Accredited,7 years - maximum allowable period,No
CRS1401173,PRV12153,Master of International Hospitality Entrepreneurship,Active,28/02/2022,28/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401174,PRV12153,Graduate Certificate of International Hospitality Entrepreneurship,Active,28/02/2022,28/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401175,PRV12153,Graduate Diploma of International Hospitality Entrepreneurship,Active,28/02/2022,28/02/2029,Accredited,7 years - maximum allowable period,No
CRS1401176,PRV14313,Diploma of Business and Technology ,Active,9/03/2022,9/03/2029,Accredited,7 years - maximum allowable period,No
CRS1401177,PRV14313,Bachelor of Business (Technology Management),Active,9/03/2022,9/03/2029,Accredited,7 years - maximum allowable period,No
CRS1401178,PRV14313,Associate Degree in Business and Technology,Active,9/03/2022,9/03/2029,Accredited,7 years - maximum allowable period,No
CRS1401179,PRV14323,Graduate Certificate of Information Technology,Active,9/03/2022,9/03/2029,Accredited,7 years - maximum allowable period,No
CRS1401180,PRV14323,Graduate Diploma of Information Technology,Active,9/03/2022,9/03/2029,Accredited,7 years - maximum allowable period,No
CRS1401181,PRV14323,Master of Information Technology,Active,9/03/2022,9/03/2029,Accredited,7 years - maximum allowable period,No
CRS1401182,PRV12049,Undergraduate Certificate in Renewable Energy Engineering,Active,23/03/2022,8/11/2028,Accredited,3 years and 4 months and extended for a further 41 months,No
CRS1401185,PRV14008,Graduate Certificate in Power Engineering,Active,22/02/2023,22/02/2030,Accredited,7 years - maximum allowable period,No
CRS1401186,PRV14008,Graduate Certificate in Railway Infrastructure Management,Inactive,31/03/2022,25/07/2025,Expired,Not Applicable,No
CRS1401187,PRV14008,Graduate Certificate in Railway Infrastructure Sustainability,Inactive,31/03/2022,25/07/2025,Expired,Not Applicable,No
CRS1401188,PRV14008,Graduate Certificate in Railway Track Structures,Inactive,31/03/2022,25/07/2025,Expired,Not Applicable,No
CRS1401189,PRV14008,Graduate Certificate in Research Fundamentals and Data Analysis,Active,31/03/2022,2/04/2027,Accredited,5 years and 1 months,No
CRS1401191,PRV12078,Diploma of Business,Active,4/04/2022,4/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401192,PRV12078,Diploma of International Tourism and Hotel Management,Active,4/04/2022,4/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401193,PRV14278,Diploma in Arts,Active,4/04/2022,4/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401194,PRV14311,Graduate Certificate in Information Technology,Active,4/04/2022,4/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401195,PRV14311,Graduate Diploma in Information Technology,Active,4/04/2022,4/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401196,PRV14311,Master of Information Technology,Active,4/04/2022,4/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401197,PRV14346,Bachelor of Business Transformation,Active,30/03/2022,30/03/2027,Accredited,5 years,No
CRS1401198,PRV14346,Bachelor of Analytics,Active,30/03/2022,30/03/2027,Accredited,5 years,No
CRS1401199,PRV12187,Diploma of Performing Arts,Active,8/04/2022,8/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401200,PRV12187,Bachelor of Performing Arts (Acting),Active,8/04/2022,8/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401201,PRV12187,Bachelor of Performing Arts (Stage Management),Active,8/04/2022,8/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401202,PRV12187,Bachelor of Performing Arts (Writing & Directing),Active,8/04/2022,8/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401203,PRV14039,Graduate Certificate of Leadership and Management (Organisation Dynamics),Active,14/04/2022,14/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401204,PRV14039,Graduate Diploma of Leadership and Management (Organisation Dynamics),Active,14/04/2022,14/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401205,PRV12049,Diploma of Fashion,Active,22/04/2022,22/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401206,PRV14266,Graduate Certificate in eLearning,Active,14/12/2023,14/12/2030,Accredited,7 years - maximum allowable period,No
CRS1401207,PRV14266,Graduate Diploma of eLearning,Active,14/12/2023,14/12/2030,Accredited,7 years - maximum allowable period,No
CRS1401208,PRV12121,Graduate Certificate in Project Management,Active,2/05/2022,2/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401209,PRV12029,Associate Degree of Music,Active,29/04/2022,29/04/2029,Accredited,7 years - maximum allowable period,No
CRS1401210,PRV14317,Bachelor of Accounting,Active,3/05/2022,3/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401211,PRV14317,Bachelor of Information Technology (Information Systems),Active,3/05/2022,3/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401212,PRV14317,Bachelor of Information Technology (ICT Security),Active,3/05/2022,3/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401213,PRV14317,Diploma of Information Technology,Active,3/05/2022,3/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401214,PRV14317,Diploma of Business,Active,3/05/2022,3/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401215,PRV12117,Bachelor of Design,Active,13/05/2022,13/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401216,PRV12117,Associate Degree of Design,Active,13/05/2022,13/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401217,PRV14362,Bachelor of Business (Accounting),Active,11/05/2022,11/05/2027,Accredited,5 years,No
CRS1401219,PRV12007,Graduate Certificate in Information Technology,Active,27/05/2022,23/12/2028,Accredited,6 years and 7 months,No
CRS1401220,PRV14353,Bachelor of Business ,Active,1/06/2022,1/06/2027,Accredited,5 years,No
CRS1401221,PRV12094,Diploma of Information Technology,Active,6/06/2022,6/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401222,PRV12094,Bachelor of Information Technology,Active,6/06/2022,6/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401223,PRV12094,Graduate Certificate in Information Technology,Active,6/06/2022,6/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401224,PRV12094,Graduate Diploma of Information Technology,Active,6/06/2022,6/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401225,PRV12094,Master of Information Technology,Active,6/06/2022,6/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401226,PRV12094,Master of Information Technology (Extension),Active,6/06/2022,6/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401227,PRV14015,Bachelor of Information Technology (Software Development),Active,7/06/2022,7/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401228,PRV12005,Bachelor of Film,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401229,PRV12005,Associate Degree in Film,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401230,PRV12005,Diploma of Film,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401231,PRV12005,Bachelor of Games Design,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401232,PRV12005,Associate Degree in Games Design,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401233,PRV12005,Diploma of Game Design,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401234,PRV12005,Bachelor of 2D Animation,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401235,PRV12005,Associate Degree in 2D Animation,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401236,PRV12005,Diploma of 2D Animation,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401237,PRV12005,Bachelor of 3D Animation,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401238,PRV12005,Associate Degree in 3D Animation,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401239,PRV12005,Diploma of 3D Animation,Active,9/05/2022,9/05/2029,Accredited,7 years - maximum allowable period,No
CRS1401240,PRV12187,Bachelor of Game Design,Active,8/06/2022,8/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401241,PRV12187,Diploma of Game Design,Active,8/06/2022,8/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401242,PRV12187,Bachelor of Graphic & Digital Design,Active,8/06/2022,8/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401243,PRV12187,Diploma of Graphic & Digital Design,Active,8/06/2022,8/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401244,PRV12050,Bachelor of Arts and Entertainment Management,Active,8/06/2022,8/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401245,PRV12050,Associate Degree of Arts and Entertainment Management,Active,8/06/2022,8/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401246,PRV12050,Diploma of Arts and Entertainment Management,Active,8/06/2022,8/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401247,PRV12017,Bachelor of Arts in Liberal Arts (Honours),Active,6/06/2022,6/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401248,PRV12063,Master of Information Technology,Active,10/06/2022,10/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401249,PRV12063,Graduate Diploma in Information Technology,Active,10/06/2022,10/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401250,PRV12063,Bachelor of Interactive Media,Active,10/06/2022,10/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401251,PRV12063,Graduate Certificate in Information Technology,Active,10/06/2022,10/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401252,PRV12120,Master of Management Information Systems,Active,27/06/2022,27/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401253,PRV12120,Graduate Diploma of Management Information Systems,Active,27/06/2022,27/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401254,PRV12112,Bachelor of Business (Cyber Security),Active,29/06/2022,29/06/2029,Accredited,7 years - maximum allowable period,No
CRS1401255,PRV12138,Master of Business Research,Active,5/07/2022,5/07/2029,Accredited,7 years - maximum allowable period,No
